RSSI,LQI,BatteryLevel,BatteryDiff,AntennaAngle
-31,106,2809,-1.0,90
-32,107,2811,2.0,90
-32,106,2808,-3.0,90
-31,108,2810,2.0,90
-32,107,2809,-1.0,90
-32,107,2810,1.0,90
-31,107,2809,-1.0,90
-31,106,2809,0.0,90
-31,108,2809,0.0,90
-32,108,2810,1.0,90
-31,106,2808,-2.0,90
-31,108,2811,3.0,90
-31,108,2809,-2.0,90
-31,108,2809,0.0,90
-31,108,2808,-1.0,90
-32,108,2810,2.0,90
-31,108,2808,-2.0,90
-31,108,2810,2.0,90
-31,108,2808,-2.0,90
-31,106,2810,2.0,90
-32,107,2808,-2.0,90
-32,108,2810,2.0,90
-31,108,2808,-2.0,90
-31,106,2810,2.0,90
-32,108,2808,-2.0,90
-31,106,2811,3.0,90
-31,108,2808,-3.0,90
-31,107,2810,2.0,90
-31,107,2809,-1.0,90
-32,108,2810,1.0,90
-32,108,2809,-1.0,90
-32,108,2809,0.0,90
-32,107,2810,1.0,90
-31,107,2810,0.0,90
-31,108,2809,-1.0,90
-31,108,2810,1.0,90
-32,106,2808,-2.0,90
-31,107,2810,2.0,90
-32,106,2808,-2.0,90
-31,106,2810,2.0,90
-32,108,2808,-2.0,90
-32,106,2810,2.0,90
-31,108,2808,-2.0,90
-32,108,2810,2.0,90
-31,108,2808,-2.0,90
-31,108,2810,2.0,90
-32,106,2807,-3.0,90
-31,107,2811,4.0,90
-31,108,2808,-3.0,90
-31,107,2811,3.0,90
-32,107,2808,-3.0,90
-32,108,2809,1.0,90
-32,103,2809,0.0,90
-32,80,2810,1.0,90
-32,108,2809,-1.0,90
-31,107,2810,1.0,90
-32,104,2808,-2.0,90
-31,107,2810,2.0,90
-31,108,2809,-1.0,90
-32,107,2809,0.0,90
-31,107,2808,-1.0,90
-31,107,2809,1.0,90
-32,106,2809,0.0,90
-31,108,2810,1.0,90
-31,108,2808,-2.0,90
-31,108,2810,2.0,90
-31,108,2808,-2.0,90
-32,105,2810,2.0,90
-32,107,2808,-2.0,90
-32,107,2810,2.0,90
-31,108,2808,-2.0,90
-32,107,2811,3.0,90
-31,107,2809,-2.0,90
-31,107,2809,0.0,90
-32,108,2808,-1.0,90
-31,105,2810,2.0,90
-31,108,2809,-1.0,90
-31,106,2810,1.0,90
-32,107,2808,-2.0,90
-31,107,2810,2.0,90
-32,106,2808,-2.0,90
-31,108,2810,2.0,90
-31,107,2809,-1.0,90
-31,108,2809,0.0,90
-32,108,2807,-2.0,90
-32,105,2808,1.0,90
-32,106,2809,1.0,90
-31,107,2811,2.0,90
-31,107,2810,-1.0,90
-32,108,2810,0.0,90
-31,108,2808,-2.0,90
-31,108,2810,2.0,90
-31,107,2809,-1.0,90
-31,108,2810,1.0,90
-31,107,2808,-2.0,90
-31,108,2811,3.0,90
-31,107,2809,-2.0,90
-31,107,2809,0.0,90
-31,106,2807,-2.0,90
-31,107,2809,2.0,90
-31,108,2809,0.0,90
-31,108,2810,1.0,90
-31,108,2810,0.0,90
-31,107,2809,-1.0,90
-31,108,2809,0.0,90
-32,106,2810,1.0,90
-32,106,2809,-1.0,90
-31,108,2809,0.0,90
-32,107,2810,1.0,90
-31,108,2811,1.0,90
-31,107,2808,-3.0,90
-31,107,2809,1.0,90
-31,108,2809,0.0,90
-31,108,2810,1.0,90
-32,108,2808,-2.0,90
-31,108,2811,3.0,90
-32,106,2810,-1.0,90
-31,108,2809,-1.0,90
-32,106,2809,0.0,90
-31,107,2808,-1.0,90
-31,108,2808,0.0,90
-32,108,2810,2.0,90
-31,108,2810,0.0,90
-31,106,2809,-1.0,90
-31,107,2809,0.0,90
-31,108,2810,1.0,90
-31,106,2808,-2.0,90
-32,108,2811,3.0,90
-32,107,2809,-2.0,90
-32,108,2811,2.0,90
-32,107,2809,-2.0,90
-32,107,2809,0.0,90
-32,108,2809,0.0,90
-32,108,2810,1.0,90
-31,107,2810,0.0,90
-32,107,2811,1.0,90
-32,107,2808,-3.0,90
-31,106,2810,2.0,90
-32,108,2808,-2.0,90
-31,107,2811,3.0,90
-32,106,2809,-2.0,90
-31,107,2810,1.0,90
-31,105,2810,0.0,90
-31,107,2811,1.0,90
-32,106,2808,-3.0,90
-32,108,2810,2.0,90
-31,108,2809,-1.0,90
-32,106,2810,1.0,90
-32,106,2808,-2.0,90
-31,107,2809,1.0,90
-31,107,2809,0.0,90
-31,108,2811,2.0,90
-32,108,2808,-3.0,90
-31,106,2810,2.0,90
-31,107,2808,-2.0,90
-31,107,2810,2.0,90
-32,108,2808,-2.0,90
-31,108,2809,1.0,90
-31,107,2808,-1.0,90
-31,106,2810,2.0,90
-32,104,2808,-2.0,90
-31,107,2810,2.0,90
-31,107,2808,-2.0,90
-32,107,2809,1.0,90
-31,107,2809,0.0,90
-32,108,2810,1.0,90
-32,107,2810,0.0,90
-32,107,2810,0.0,90
-32,108,2810,0.0,90
-31,107,2810,0.0,90
-31,108,2810,0.0,90
-31,107,2811,1.0,90
-31,108,2809,-2.0,90
-32,108,2811,2.0,90
-32,107,2807,-4.0,90
-32,108,2810,3.0,90
-32,106,2808,-2.0,90
-31,108,2809,1.0,90
-31,107,2808,-1.0,90
-31,107,2810,2.0,90
-32,108,2809,-1.0,90
-31,108,2810,1.0,90
-32,106,2809,-1.0,90
-32,108,2811,2.0,90
-31,107,2808,-3.0,90
-31,107,2809,1.0,90
-32,106,2809,0.0,90
-31,107,2810,1.0,90
-32,104,2808,-2.0,90
-31,108,2809,1.0,90
-32,107,2808,-1.0,90
-31,107,2810,2.0,90
-32,107,2809,-1.0,90
-31,108,2811,2.0,90
-32,107,2809,-2.0,90
-32,107,2809,0.0,90
-32,108,2809,0.0,90
-32,108,2810,1.0,90
-32,108,2808,-2.0,90
-31,107,2810,2.0,90
-32,108,2808,-2.0,90
-31,106,2809,1.0,90
-31,107,2808,-1.0,90
-32,107,2810,2.0,90
-31,107,2808,-2.0,90
-32,108,2810,2.0,90
-32,108,2808,-2.0,90
-32,108,2810,2.0,90
-32,107,2809,-1.0,90
-32,107,2810,1.0,90
-32,107,2808,-2.0,90
-32,108,2810,2.0,90
-32,105,2809,-1.0,90
-32,108,2810,1.0,90
-32,108,2809,-1.0,90
-32,107,2810,1.0,90
-32,107,2808,-2.0,90
-31,108,2810,2.0,90
-31,107,2808,-2.0,90
-32,107,2810,2.0,90
-32,108,2808,-2.0,90
-31,108,2810,2.0,90
-31,108,2808,-2.0,90
-31,106,2809,1.0,90
-31,107,2808,-1.0,90
-31,107,2809,1.0,90
-32,107,2808,-1.0,90
-31,107,2810,2.0,90
-31,106,2808,-2.0,90
-31,108,2811,3.0,90
-32,108,2809,-2.0,90
-31,107,2810,1.0,90
-32,107,2809,-1.0,90
-31,108,2810,1.0,90
-31,107,2808,-2.0,90
-32,103,2810,2.0,90
-31,107,2810,0.0,90
-31,106,2808,-2.0,90
-31,107,2809,1.0,90
-32,107,2810,1.0,90
-32,108,2808,-2.0,90
-31,105,2810,2.0,90
-31,107,2808,-2.0,90
-31,108,2809,1.0,90
-32,108,2809,0.0,90
-31,107,2811,2.0,90
-31,107,2808,-3.0,90
-32,106,2810,2.0,90
-31,107,2809,-1.0,90
-31,107,2810,1.0,90
-31,107,2808,-2.0,90
-32,108,2811,3.0,90
-31,108,2808,-3.0,90
-31,108,2810,2.0,90
-31,108,2809,-1.0,90
-32,107,2810,1.0,90
-31,107,2809,-1.0,90
-32,107,2809,0.0,90
-32,108,2808,-1.0,90
-31,107,2808,0.0,90
-32,107,2808,0.0,90
-32,107,2810,2.0,90
-31,106,2809,-1.0,90
-32,106,2811,2.0,90
-31,107,2810,-1.0,90
-32,107,2810,0.0,90
-31,108,2810,0.0,90
-32,108,2809,-1.0,90
-32,106,2809,0.0,90
-31,107,2810,1.0,90
-31,108,2809,-1.0,90
-32,108,2810,1.0,90
-32,108,2808,-2.0,90
-32,107,2809,1.0,90
-32,107,2808,-1.0,90
-32,108,2810,2.0,90
-32,108,2809,-1.0,90
-31,108,2811,2.0,90
-31,106,2810,-1.0,90
-32,108,2810,0.0,90
-32,107,2808,-2.0,90
-31,107,2810,2.0,90
-32,105,2809,-1.0,90
-32,107,2811,2.0,90
-31,107,2810,-1.0,90
-31,107,2810,0.0,90
-31,108,2809,-1.0,90
-32,108,2813,4.0,90
-32,108,2809,-4.0,90
-31,107,2810,1.0,90
-31,108,2808,-2.0,90
-32,108,2810,2.0,90
-29,108,2808,-2.0,90
-32,107,2811,3.0,90
-31,107,2809,-2.0,90
-32,108,2810,1.0,90
-32,107,2810,0.0,90
-32,107,2810,0.0,90
-32,106,2808,-2.0,90
-32,107,2809,1.0,90
-32,108,2808,-1.0,90
-31,107,2811,3.0,90
-31,106,2809,-2.0,90
-31,107,2810,1.0,90
-32,107,2808,-2.0,90
-31,108,2810,2.0,90
-32,107,2809,-1.0,90
-32,108,2809,0.0,90
-32,108,2808,-1.0,90
-32,108,2810,2.0,90
-32,106,2808,-2.0,90
-32,105,2813,5.0,90
-31,108,2808,-5.0,90
-31,107,2810,2.0,90
-32,108,2808,-2.0,90
-31,106,2809,1.0,90
-32,106,2809,0.0,90
-32,108,2809,0.0,90
-32,107,2808,-1.0,90
-32,107,2810,2.0,90
-32,107,2807,-3.0,90
-32,107,2811,4.0,90
-31,107,2808,-3.0,90
-32,106,2810,2.0,90
-31,107,2808,-2.0,90
-32,108,2809,1.0,90
-31,108,2808,-1.0,90
-32,106,2811,3.0,90
-31,107,2809,-2.0,90
-31,107,2810,1.0,90
-32,106,2808,-2.0,90
-31,105,2810,2.0,90
-32,108,2808,-2.0,90
-32,108,2810,2.0,90
-32,107,2810,0.0,90
-31,108,2810,0.0,90
-31,108,2808,-2.0,90
-31,106,2810,2.0,90
-32,108,2808,-2.0,90
-31,106,2810,2.0,90
-31,107,2809,-1.0,90
-31,107,2810,1.0,90
-32,108,2809,-1.0,90
-32,108,2810,1.0,90
-30,108,2809,-1.0,90
-32,106,2811,2.0,90
-32,107,2808,-3.0,90
-31,108,2810,2.0,90
-32,108,2809,-1.0,90
-32,107,2808,-1.0,90
-31,107,2809,1.0,90
-31,108,2811,2.0,90
-32,108,2809,-2.0,90
-32,107,2810,1.0,90
-31,107,2809,-1.0,90
-31,108,2809,0.0,90
-32,108,2810,1.0,90
-31,107,2811,1.0,90
-31,107,2809,-2.0,90
-31,107,2811,2.0,90
-31,108,2808,-3.0,90
-31,108,2810,2.0,90
-31,108,2810,0.0,90
-31,107,2809,-1.0,90
-32,106,2808,-1.0,90
-31,108,2811,3.0,90
-31,108,2808,-3.0,90
-31,107,2810,2.0,90
-31,108,2808,-2.0,90
-32,107,2809,1.0,90
-32,107,2809,0.0,90
-31,107,2810,1.0,90
-31,107,2808,-2.0,90
-32,107,2810,2.0,90
-31,107,2809,-1.0,90
-32,108,2811,2.0,90
-31,107,2809,-2.0,90
-32,107,2808,-1.0,90
-32,108,2809,1.0,90
-32,106,2810,1.0,90
-32,107,2809,-1.0,90
-31,107,2810,1.0,90
-32,108,2809,-1.0,90
-31,108,2810,1.0,90
-32,108,2808,-2.0,90
-32,108,2810,2.0,90
-31,108,2809,-1.0,90
-32,106,2810,1.0,90
-31,107,2809,-1.0,90
-32,108,2810,1.0,90
-32,104,2808,-2.0,90
-32,108,2810,2.0,90
-32,108,2809,-1.0,90
-31,108,2809,0.0,90
-31,106,2808,-1.0,90
-32,107,2810,2.0,90
-32,107,2809,-1.0,90
-32,106,2811,2.0,90
-32,107,2809,-2.0,90
-32,107,2810,1.0,90
-31,104,2809,-1.0,90
-31,107,2810,1.0,90
-31,107,2809,-1.0,90
-31,107,2809,0.0,90
-32,107,2809,0.0,90
-32,108,2809,0.0,90
-31,107,2808,-1.0,90
-31,107,2809,1.0,90
-31,107,2809,0.0,90
-31,108,2810,1.0,90
-32,107,2809,-1.0,90
-31,108,2811,2.0,90
-32,107,2808,-3.0,90
-32,104,2810,2.0,90
-31,107,2808,-2.0,90
-31,106,2811,3.0,90
-32,108,2808,-3.0,90
-32,107,2810,2.0,90
-31,108,2809,-1.0,90
-31,108,2810,1.0,90
-31,107,2810,0.0,90
-31,108,2810,0.0,90
-31,106,2809,-1.0,90
-31,107,2810,1.0,90
-32,107,2809,-1.0,90
-31,105,2810,1.0,90
-33,108,2810,0.0,90
-31,108,2810,0.0,90
-31,106,2810,0.0,90
-32,106,2809,-1.0,90
-32,107,2808,-1.0,90
-32,107,2811,3.0,90
-31,106,2810,-1.0,90
-31,107,2811,1.0,90
-31,108,2808,-3.0,90
-31,108,2810,2.0,90
-32,108,2808,-2.0,90
-32,106,2810,2.0,90
-32,107,2808,-2.0,90
-31,108,2810,2.0,90
-31,105,2808,-2.0,90
-32,107,2810,2.0,90
-31,106,2809,-1.0,90
-32,108,2810,1.0,90
-31,108,2809,-1.0,90
-33,108,2810,1.0,90
-32,107,2809,-1.0,90
-31,108,2811,2.0,90
-31,107,2809,-2.0,90
-31,108,2810,1.0,90
-31,107,2809,-1.0,90
-31,107,2809,0.0,90
-32,108,2809,0.0,90
-31,108,2810,1.0,90
-32,108,2809,-1.0,90
-32,106,2811,2.0,90
-32,107,2809,-2.0,90
-31,108,2810,1.0,90
-31,108,2808,-2.0,90
-31,106,2811,3.0,90
-31,108,2808,-3.0,90
-31,107,2810,2.0,90
-31,107,2808,-2.0,90
-31,107,2809,1.0,90
-31,108,2808,-1.0,90
-32,108,2811,3.0,90
-32,107,2809,-2.0,90
-32,108,2809,0.0,90
-31,107,2809,0.0,90
-32,107,2809,0.0,90
-31,108,2808,-1.0,90
-32,108,2810,2.0,90
-32,106,2809,-1.0,90
-32,107,2810,1.0,90
-31,108,2809,-1.0,90
-32,107,2810,1.0,90
-31,106,2808,-2.0,90
-32,108,2810,2.0,90
-31,108,2809,-1.0,90
-32,108,2810,1.0,90
-31,106,2809,-1.0,90
-32,108,2810,1.0,90
-32,108,2808,-2.0,90
-31,107,2809,1.0,90
-31,108,2809,0.0,90
-32,107,2810,1.0,90
-31,107,2808,-2.0,90
-32,107,2810,2.0,90
-32,107,2809,-1.0,90
-32,107,2810,1.0,90
-32,106,2808,-2.0,90
-32,107,2810,2.0,90
-31,106,2809,-1.0,90
-31,107,2810,1.0,90
-32,108,2808,-2.0,90
-31,105,2810,2.0,90
-31,108,2809,-1.0,90
-32,106,2810,1.0,90
-32,107,2808,-2.0,90
-31,106,2810,2.0,90
-32,108,2809,-1.0,90
-31,108,2810,1.0,90
-31,108,2809,-1.0,90
-32,107,2809,0.0,90
-32,107,2808,-1.0,90
-31,107,2810,2.0,90
-31,107,2809,-1.0,90
-32,107,2809,0.0,90
-32,108,2808,-1.0,90
-32,108,2811,3.0,90
-31,107,2808,-3.0,90
-32,107,2810,2.0,90
-31,108,2809,-1.0,90
-32,108,2810,1.0,90
-32,108,2810,0.0,90
-31,106,2809,-1.0,90
-31,107,2808,-1.0,90
-31,106,2810,2.0,90
-31,108,2808,-2.0,90
-31,107,2810,2.0,90
-32,107,2809,-1.0,90
-32,108,2809,0.0,90
-31,106,2809,0.0,90
-32,107,2811,2.0,90
-32,108,2808,-3.0,90
-32,106,2810,2.0,90
-32,108,2809,-1.0,90
-31,107,2810,1.0,90
-31,107,2808,-2.0,90
-32,108,2810,2.0,90
-32,107,2808,-2.0,90
-32,108,2810,2.0,90
-32,106,2808,-2.0,90
-32,108,2809,1.0,90
-31,107,2808,-1.0,90
-32,108,2810,2.0,90
-31,108,2808,-2.0,90
-32,108,2810,2.0,90
-32,107,2808,-2.0,90
-31,108,2810,2.0,90
-31,108,2808,-2.0,90
-32,108,2810,2.0,90
-31,107,2810,0.0,90
-32,107,2809,-1.0,90
-31,108,2808,-1.0,90
-31,107,2810,2.0,90
-32,108,2808,-2.0,90
-31,108,2809,1.0,90
-31,106,2808,-1.0,90
-31,107,2811,3.0,90
-31,107,2810,-1.0,90
-32,107,2810,0.0,90
-32,107,2809,-1.0,90
-32,107,2809,0.0,90
-31,108,2810,1.0,90
-31,107,2811,1.0,90
-31,108,2809,-2.0,90
-31,108,2810,1.0,90
-31,107,2809,-1.0,90
-31,107,2810,1.0,90
-31,107,2808,-2.0,90
-32,108,2810,2.0,90
-32,108,2808,-2.0,90
-31,106,2810,2.0,90
-32,108,2809,-1.0,90
-31,108,2810,1.0,90
-32,108,2807,-3.0,90
-31,105,2810,3.0,90
-32,107,2808,-2.0,90
-32,107,2813,5.0,90
-32,107,2809,-4.0,90
-31,107,2811,2.0,90
-32,107,2807,-4.0,90
-31,107,2810,3.0,90
-32,107,2808,-2.0,90
-32,107,2810,2.0,90
-32,107,2809,-1.0,90
-32,106,2809,0.0,90
-32,108,2809,0.0,90
-31,107,2813,4.0,90
-32,107,2808,-5.0,90
-31,106,2810,2.0,90
-31,107,2808,-2.0,90
-32,107,2810,2.0,90
-31,108,2809,-1.0,90
-31,108,2811,2.0,90
-31,108,2808,-3.0,90
-31,108,2810,2.0,90
-32,106,2808,-2.0,90
-31,107,2809,1.0,90
-31,108,2808,-1.0,90
-31,108,2810,2.0,90
-32,106,2808,-2.0,90
-32,108,2810,2.0,90
-32,105,2808,-2.0,90
-31,107,2810,2.0,90
-32,107,2808,-2.0,90
-31,108,2811,3.0,90
-31,108,2808,-3.0,90
-31,108,2810,2.0,90
-32,106,2809,-1.0,90
-32,107,2810,1.0,90
-31,108,2808,-2.0,90
-31,107,2810,2.0,90
-31,107,2808,-2.0,90
-31,107,2810,2.0,90
-32,106,2809,-1.0,90
-31,108,2810,1.0,90
-31,108,2810,0.0,90
-31,106,2810,0.0,90
-32,107,2809,-1.0,90
-32,107,2810,1.0,90
-31,108,2809,-1.0,90
-32,108,2810,1.0,90
-31,106,2808,-2.0,90
-31,108,2810,2.0,90
-32,106,2808,-2.0,90
-32,108,2811,3.0,90
-31,107,2809,-2.0,90
-32,107,2810,1.0,90
-31,108,2808,-2.0,90
-31,107,2810,2.0,90
-32,107,2808,-2.0,90
-32,108,2810,2.0,90
-31,107,2808,-2.0,90
-32,107,2810,2.0,90
-32,106,2808,-2.0,90
-32,107,2810,2.0,90
-32,108,2807,-3.0,90
-31,108,2809,2.0,90
-31,108,2808,-1.0,90
-32,106,2811,3.0,90
-32,106,2809,-2.0,90
-31,107,2809,0.0,90
-31,107,2808,-1.0,90
-31,108,2809,1.0,90
-31,108,2808,-1.0,90
-32,107,2810,2.0,90
-31,107,2808,-2.0,90
-31,106,2809,1.0,90
-31,107,2808,-1.0,90
-32,108,2810,2.0,90
-31,108,2809,-1.0,90
-31,106,2809,0.0,90
-31,106,2809,0.0,90
-31,107,2810,1.0,90
-31,108,2809,-1.0,90
-31,107,2809,0.0,90
-31,108,2809,0.0,90
-31,106,2810,1.0,90
-32,107,2808,-2.0,90
-32,105,2810,2.0,90
-31,108,2809,-1.0,90
-31,108,2810,1.0,90
-31,106,2810,0.0,90
-32,107,2811,1.0,90
-31,106,2809,-2.0,90
-32,107,2811,2.0,90
-31,108,2809,-2.0,90
-31,108,2810,1.0,90
-31,108,2808,-2.0,90
-32,108,2811,3.0,90
-32,107,2809,-2.0,90
-31,108,2810,1.0,90
-31,107,2809,-1.0,90
-32,107,2809,0.0,90
-31,108,2810,1.0,90
-32,107,2809,-1.0,90
-32,107,2810,1.0,90
-32,107,2810,0.0,90
-31,108,2809,-1.0,90
-32,108,2810,1.0,90
-32,108,2808,-2.0,90
-31,107,2809,1.0,90
-32,107,2808,-1.0,90
-32,107,2810,2.0,90
-31,103,2808,-2.0,90
-32,108,2810,2.0,90
-32,108,2809,-1.0,90
-31,106,2810,1.0,90
-31,108,2808,-2.0,90
-32,107,2810,2.0,90
-33,107,2809,-1.0,90
-32,107,2813,4.0,90
-31,108,2809,-4.0,90
-32,108,2809,0.0,90
-31,108,2809,0.0,90
-31,107,2810,1.0,90
-32,107,2808,-2.0,90
-31,108,2811,3.0,90
-31,108,2809,-2.0,90
-31,108,2811,2.0,90
-31,106,2808,-3.0,90
-32,108,2811,3.0,90
-31,108,2808,-3.0,90
-32,107,2810,2.0,90
-31,107,2809,-1.0,90
-32,107,2810,1.0,90
-31,108,2809,-1.0,90
-32,108,2811,2.0,90
-31,107,2809,-2.0,90
-32,107,2810,1.0,90
-31,108,2808,-2.0,90
-31,107,2810,2.0,90
-32,107,2808,-2.0,90
-31,106,2810,2.0,90
-31,107,2808,-2.0,90
-31,108,2809,1.0,90
-31,107,2809,0.0,90
-31,107,2811,2.0,90
-31,107,2808,-3.0,90
-31,108,2810,2.0,90
-31,106,2809,-1.0,90
-31,108,2810,1.0,90
-31,107,2809,-1.0,90
-32,108,2810,1.0,90
-31,107,2809,-1.0,90
-32,108,2809,0.0,90
-31,108,2810,1.0,90
-32,106,2810,0.0,90
-31,107,2809,-1.0,90
-31,107,2813,4.0,90
-31,106,2809,-4.0,90
-31,108,2811,2.0,90
-31,108,2808,-3.0,90
-31,107,2811,3.0,90
-31,107,2809,-2.0,90
-31,107,2810,1.0,90
-32,107,2809,-1.0,90
-31,108,2811,2.0,90
-31,107,2809,-2.0,90
-31,108,2811,2.0,90
-31,107,2809,-2.0,90
-31,108,2808,-1.0,90
-31,106,2809,1.0,90
-31,107,2813,4.0,90
-31,107,2809,-4.0,90
-31,107,2811,2.0,90
-32,108,2809,-2.0,90
-32,105,2813,4.0,90
-31,108,2809,-4.0,90
-31,107,2811,2.0,90
-32,107,2809,-2.0,90
-31,108,2810,1.0,90
-32,108,2809,-1.0,90
-31,108,2809,0.0,90
-31,107,2809,0.0,90
-31,108,2810,1.0,90
-31,108,2809,-1.0,90
-32,106,2811,2.0,90
-32,107,2808,-3.0,90
-31,108,2811,3.0,90
-31,107,2808,-3.0,90
-31,108,2808,0.0,90
-32,108,2808,0.0,90
-31,108,2810,2.0,90
-32,107,2808,-2.0,90
-31,107,2810,2.0,90
-31,107,2809,-1.0,90
-32,106,2811,2.0,90
-32,107,2809,-2.0,90
-31,108,2810,1.0,90
-31,106,2808,-2.0,90
-31,108,2810,2.0,90
-31,108,2808,-2.0,90
-31,107,2809,1.0,90
-31,107,2809,0.0,90
-31,107,2811,2.0,90
-31,106,2809,-2.0,90
-32,108,2811,2.0,90
-32,107,2809,-2.0,90
-32,106,2811,2.0,90
-32,108,2809,-2.0,90
-31,108,2813,4.0,90
-31,107,2810,-3.0,90
-32,107,2810,0.0,90
-32,108,2808,-2.0,90
-31,108,2810,2.0,90
-32,107,2809,-1.0,90
-31,108,2811,2.0,90
-31,107,2808,-3.0,90
-31,107,2810,2.0,90
-31,106,2808,-2.0,90
-31,107,2810,2.0,90
-31,107,2809,-1.0,90
-31,108,2809,0.0,90
-32,107,2809,0.0,90
-31,106,2810,1.0,90
-32,106,2809,-1.0,90
-31,107,2810,1.0,90
-31,107,2809,-1.0,90
-31,108,2809,0.0,90
-31,108,2808,-1.0,90
-31,107,2810,2.0,90
-32,107,2808,-2.0,90
-32,107,2811,3.0,90
-32,104,2808,-3.0,90
-31,108,2810,2.0,90
-32,106,2809,-1.0,90
-31,106,2811,2.0,90
-31,108,2810,-1.0,90
-31,108,2811,1.0,90
-31,108,2809,-2.0,90
-31,106,2809,0.0,90
-32,108,2808,-1.0,90
-31,108,2810,2.0,90
-31,108,2809,-1.0,90
-31,107,2810,1.0,90
-31,108,2808,-2.0,90
-32,108,2810,2.0,90
-31,107,2808,-2.0,90
-31,106,2810,2.0,90
-32,108,2808,-2.0,90
-32,103,2810,2.0,90
-31,105,2810,0.0,90
-31,107,2810,0.0,90
-31,107,2809,-1.0,90
-31,107,2810,1.0,90
-31,107,2808,-2.0,90
-31,107,2810,2.0,90
-31,107,2809,-1.0,90
-31,106,2810,1.0,90
-31,108,2810,0.0,90
-31,107,2810,0.0,90
-31,107,2808,-2.0,90
-31,108,2810,2.0,90
-31,107,2808,-2.0,90
-31,107,2810,2.0,90
-34,75,2808,-2.0,90
-32,106,2811,3.0,90
-31,107,2809,-2.0,90
-32,108,2809,0.0,90
-31,107,2809,0.0,90
-31,108,2810,1.0,90
-31,106,2808,-2.0,90
-31,107,2810,2.0,90
-32,107,2809,-1.0,90
-31,107,2809,0.0,90
-31,108,2809,0.0,90
-31,107,2810,1.0,90
-31,107,2808,-2.0,90
-31,107,2809,1.0,90
-31,108,2808,-1.0,90
-31,107,2809,1.0,90
-31,108,2809,0.0,90
-31,108,2810,1.0,90
-31,106,2808,-2.0,90
-31,108,2809,1.0,90
-31,108,2808,-1.0,90
-31,105,2810,2.0,90
-31,107,2808,-2.0,90
-31,108,2810,2.0,90
-31,108,2809,-1.0,90
-31,107,2810,1.0,90
-31,107,2808,-2.0,90
-31,108,2810,2.0,90
-31,108,2808,-2.0,90
-31,108,2809,1.0,90
-31,107,2809,0.0,90
-31,106,2809,0.0,90
-31,108,2809,0.0,90
-32,108,2810,1.0,90
-31,108,2808,-2.0,90
-31,108,2810,2.0,90
-31,108,2808,-2.0,90
-31,108,2810,2.0,90
-31,108,2808,-2.0,90
-31,106,2810,2.0,90
-31,107,2809,-1.0,90
-31,108,2810,1.0,90
-31,107,2808,-2.0,90
-31,107,2810,2.0,90
-31,107,2807,-3.0,90
-31,108,2810,3.0,90
-31,108,2807,-3.0,90
-30,104,2811,4.0,90
-31,107,2808,-3.0,90
-32,107,2810,2.0,90
-32,108,2808,-2.0,90
-31,107,2811,3.0,90
-31,107,2808,-3.0,90
-31,107,2809,1.0,90
-31,106,2808,-1.0,90
-31,108,2809,1.0,90
-31,108,2807,-2.0,90
-32,108,2809,2.0,90
-32,107,2809,0.0,90
-32,105,2809,0.0,90
-31,108,2808,-1.0,90
-31,107,2809,1.0,90
-31,106,2808,-1.0,90
-31,107,2809,1.0,90
-31,108,2808,-1.0,90
-32,107,2810,2.0,90
-32,108,2809,-1.0,90
-33,67,2811,2.0,90
-31,107,2808,-3.0,90
-32,105,2810,2.0,90
-31,108,2808,-2.0,90
-31,107,2810,2.0,90
-31,107,2808,-2.0,90
-31,108,2809,1.0,90
-31,105,2808,-1.0,90
-31,106,2811,3.0,90
-31,107,2808,-3.0,90
-31,108,2809,1.0,90
-32,107,2809,0.0,90
-32,108,2810,1.0,90
-31,107,2809,-1.0,90
-31,106,2810,1.0,90
-31,108,2809,-1.0,90
-31,107,2809,0.0,90
-31,108,2808,-1.0,90
-31,108,2810,2.0,90
-32,107,2809,-1.0,90
-32,108,2810,1.0,90
-31,107,2808,-2.0,90
-31,106,2810,2.0,90
-31,108,2808,-2.0,90
-32,108,2809,1.0,90
-31,107,2808,-1.0,90
-32,107,2810,2.0,90
-31,107,2808,-2.0,90
-31,108,2809,1.0,90
-32,108,2808,-1.0,90
-31,107,2809,1.0,90
-31,107,2808,-1.0,90
-31,107,2809,1.0,90
-32,107,2808,-1.0,90
-32,108,2810,2.0,90
-31,108,2808,-2.0,90
-32,108,2810,2.0,90
-31,107,2808,-2.0,90
-31,108,2810,2.0,90
-31,108,2808,-2.0,90
-32,106,2808,0.0,90
-31,108,2808,0.0,90
-31,108,2809,1.0,90
-31,107,2809,0.0,90
-31,108,2809,0.0,90
-31,108,2808,-1.0,90
-31,108,2813,5.0,90
-31,108,2808,-5.0,90
-32,108,2809,1.0,90
-32,107,2808,-1.0,90
-31,107,2810,2.0,90
-32,108,2808,-2.0,90
-31,107,2810,2.0,90
-31,107,2808,-2.0,90
-32,108,2809,1.0,90
-31,107,2808,-1.0,90
-31,107,2810,2.0,90
-32,104,2809,-1.0,90
-31,106,2810,1.0,90
-31,108,2809,-1.0,90
-32,107,2810,1.0,90
-31,108,2809,-1.0,90
-31,106,2810,1.0,90
-31,107,2808,-2.0,90
-31,107,2809,1.0,90
-31,106,2809,0.0,90
-31,107,2811,2.0,90
-32,108,2808,-3.0,90
-31,104,2810,2.0,90
-32,107,2809,-1.0,90
-31,108,2810,1.0,90
-31,107,2808,-2.0,90
